"idClinic";"clinicName";"address";"villageCode";"phoneNumber";"longitude";"latitude";"link";"firstlyAttendedBy";"socioeconomicLevel";"sizeLevel"
260;C.S. NÚÑEZ MORGADO;CALLE DE NÚÑEZ MORGADO, 4;"1228079";;0;0;;2;1;2
261;C.S. ORCASITAS;CALLE DE CESTONA, 3;"1228079";;0;0;;3;3;2
262;C.S. ORCASUR;CALLE DE ARENAS DEL REY, 1;"1228079";;0;0;;3;3;2
263;C.S. PACÍFICO;CALLE DE LOS REYES MAGOS, 21;"1228079";;0;0;;2;1;1
264;CAP GAVA;RIERA DE SANT LLORENÇ S/N;"0908089";;0;0;;5;2;2
265;CAP GAVA 2. DR. BARTUMEU FABRES;RIERA DE LES PARETS, 7;"0908089";;0;0;;5;2;2
266;C.S. PALMA NORTE;CALLE DE LA PALMA, 59;"1228079";;0;0;;4;1;2
267;C.S. Palomarejos;BARCELONA, 2;"0745168";;0;0;;3;0;0
268;C.S. PANADERAS;CALLE DE LAS PANADERAS, 9;"1228058";;0;0;;3;3;1
269;C.S. PARACUELLOS DE JARAMA;CALLE DEL CHORRILLO ALTA, 26;"1228104";;0;0;;2;1;2
270;C.S. PARQUE COÍMBRA;AVDA DE LOS SAUCES, 57;"1228092";;0;0;;3;2;3
271;C.S. PARQUE EUROPA;PLAZA DAVID MARTÍN S/N;"1228113";;0;0;;3;2;2
272;C.S. PARQUE LORANCA;CALLE DE LA ALEGRÍA, 2;"1228058";;0;0;;3;2;2
273;C.S. PÁRROCO JULIO MORATE;CALLE DEL PÁRROCO JULIO MORATE, 3;"1228079";;0;0;;2;2;2
274;C.S. PASEO IMPERIAL;CALLE DE TOLEDO, 180;"1228079";;0;0;;2;1;1
275;C.S. PATERNA;PL/ CLOT DE JOAN, S/N;"1746190";;0;0;;6;2;3
276;C.S. PAVONES;CALLE DE LA HACIENDA DE PAVONES, 271;"1228079";;0;0;;2;2;1
277;C.S. PEÑA PRIETA;CALLE DE ALTOS DE CABREJAS, 4;"1228079";;0;0;;2;3;2
278;C.S. PERALES DE TAJUÑA;AVDA DE LA PAZ, 5;"1228110";;0;0;;7;0;0
279;C.S. PERALES DEL RÍO;CALLE DE JUAN DE MAIRENA S/N;"1228065";;0;0;;3;2;3
280;C.S. LA ELIANA;C/ ROSALES, 23;"1746116";;0;0;;6;1;2
281;C.S. PICASSENT;C/ MAYOR, S/N;"1746194";;0;0;;6;2;3
282;C.S. PINTO;CALLE MARQUÉS S/N;"1228113";;0;0;;3;2;2
283;CAP LA LLAGOSTA;C/ VIC S/N;"0908105";;0;0;;1;2;2
284;C.S. L'ALCÚDIA;ESQ. BOLLONE CON MAGUNCIA, S/N;"1746019";;0;0;;6;2;3
285;C.S. POTES;CALLE DE POTES S/N;"1228079";;0;0;;3;3;2
286;C.S. POTOSÍ;CALLE DE POTOSÍ, 7;"1228079";;0;0;;2;1;2
287;C.S. POZUELO-ESTACIÓN;CALLE EMISORA, 5;"1228115";;0;0;;4;2;1
288;C.S. PRESENTACIÓN SABIO;CALLE DE ALONSO CANO, 8;"1228092";;0;0;;3;2;1
289;C.S. PRIMERO DE MAYO;AVDA DE VELÁZQUEZ, 7;"1228123";;0;0;;2;2;3
290;C.S. PRÍNCIPE DE VERGARA;CALLE DEL PRÍNCIPE DE VERGARA, 111;"1228079";;0;0;;4;1;3
291;C.S. PROSPERIDAD;CALLE DE CANILLAS, 99;"1228079";;0;0;;4;1;2
292;C.S. PUERTA BONITA;CALLE DE LA ALEGRÍA, 24;"1228079";;0;0;;3;3;2
293;C.S. PUERTA DE MADRID;AVDA DEL EJÉRCITO, 61;"1228005";;0;0;;2;3;3
294;C.S. PUERTA DEL ÁNGEL;PASEO DE EXTREMADURA, 113;"1228079";;0;0;;3;2;1
295;C.S. LA MARAZUELA;CALLE ACANTO, 2;"1228127";;0;0;;4;1;3
296;C.S. LAS MATAS;PASEO DE LOS ALEMANES 31;"1228127";;0;0;;4;2;3
297;C.S. LAS ROZAS - EL ABAJÓN;CALLE PRINCIPADO DE ASTURIAS, 8;"1228127";;0;0;;4;2;1
298;C.S. QUART DE POBLET;C/ TRAFALGAR, S/N;"1746102";;0;0;;6;2;2
299;C.S. QUINCE DE MAYO;PASEO DEL QUINCE DE MAYO, 10;"1228079";;0;0;;4;3;2
300;C.S. RAFAEL ALBERTI;CALLE DE SAN CLAUDIO, 154;"1228079";;0;0;;2;3;1
301;C.S. MONTERROZAS;CALLE ARISTOTELES, 3;"1228127";;0;0;;4;1;2
302;EDASNUT;CASTILLO DE FUENSALDAÑA 4, OFICINA 28;"1228127";;0;0;;3;1;3
303;C.S. RAMÓN Y CAJAL;CALLE DE LA JABONERÍA, 67;"1228007";;0;0;;3;2;2
304;CAP LES FRANQUESES DEL VALLÉS;C/GIRONA 290;"0908086";;0;0;;1;2;2
305;C.S. REINA VICTORIA;AVDA DE LA REINA VICTORIA, 21;"1228079";;0;0;;4;1;1
306;C.S. REJAS;CALLE DE EUTERPE, 12;"1228079";;0;0;;2;2;2
307;CAP AMADEU TORNER;C/ D'AMADEU TORNER 63;"0908101";;0;0;;5;2;1
308;C.S. REYES CATÓLICOS;AVDA DE ESPAÑA, 20;"1228134";;0;0;;4;2;2
309;C.S. REYES MAGOS;AVDA REYES MAGOS, 12;"1228005";;0;0;;2;2;2
310;CAP BELLVITGE;C/ DE L'ERMITA DE BELLVITGE S/N;"0908101";;0;0;;5;2;2
311;C.S. Río Tajo;VIENA, 1;"0745165";;0;0;;3;0;0
312;C.S. ROBLEDO DE CHAVELA;CTRA M-512 (NAVAS DEL REY), 4;"1228125";;0;0;;7;0;0
313;C.S. ROSA LUXEMBURGO;AVDA DE ARAGÓN, 6;"1228134";;0;0;;4;2;1
314;CAP CAN SERRA;AVDA. DE CAN SERRA 96;"0908101";;0;0;;5;3;3
315;CAP COLLBLANC;C/ CREU ROJA 18;"0908101";;0;0;;5;2;2
316;CAP FLORIDA;PARC DELS OCELLTS S/N;"0908101";;0;0;;5;2;1
317;CAP GORNAL;C/JONCS, 20;"0908101";;0;0;;5;3;3
318;C.S. SAN ANDRÉS;CALLE DE ALBERTO PALACIOS, 22;"1228079";;0;0;;3;3;1
319;C.S. SAN BLAS;CALLE SAN BLAS, 24;"1228106";;0;0;;3;2;1
320;CAP JUST OLIVERAS;RAMBLADE JUST OLIVERAS 50;"0908101";;0;0;;5;2;1
321;C.S. SAN CRISTÓBAL;CALLE DE BENIMAMET, 24;"1228079";;0;0;;3;3;2
322;C.S. SAN FERMÍN;AVDA DE SAN FERMÍN, 3;"1228079";;0;0;;3;3;2
323;C.S. SAN FERNANDO;PLAZA ONDARRETA, 1;"1228130";;0;0;;2;2;2
324;CAP MOSSEN CINTO VERDAGUER;C/ DE MN. J. VERDAGUER 6;"0908101";;0;0;;5;2;3
325;C.S. SAN JUAN DE LA CRUZ;CALLE SAN JUAN DE LA CRUZ, 4;"1228115";;0;0;;4;2;1
326;CAP PUBILLA CASAS (BOBILA);PLAZA DE LA BOBILA S/N;"0908101";;0;0;;5;2;2
327;C.S. SAN MARTÍN DE LA VEGA;AVDA DEL DOCE DE OCTUBRE, 6;"1228132";;0;0;;3;2;2
328;C.S. SAN MARTÍN DE VALDEIGLESIAS;CALLE BOLA, 1;"1228133";;0;0;;7;0;0
329;C.S. SÁNCHEZ MORATE;CALLE HUELVA, 2;"1228065";;0;0;;3;2;1
330;C.S. SANCHINARRO;CALLE DE ANA DE AUSTRIA, 26;"1228079";;0;0;;4;2;2
331;CAP RONDA TORRASSA;RDA. DE LA TORRASSA 151-153;"0908101";;0;0;;5;2;2
332;C.S. SANTA BÁRBARA;C/ESPARTEROS,6;"0745168";;0;0;;3;2;2
333;C.S. SANTA HORTENSIA;CALLE DE SANTA HORTENSIA, 14;"1228079";;0;0;;4;1;2
334;C.S. SANTA ISABEL;CALLE ISABEL LA CATOLICA S/N;"1228074";;0;0;;3;2;1
335;C.S. SANTA MARÍA DE BENQUERENCIA;C/ RÍO GUADARRAMA;"0745168";;0;0;;3;2;1
336;C.S. SANTA MÓNICA;CALLE DE LAS ACACIAS, 120;"1228123";;0;0;;2;2;2
337;C.S. SECTOR EMBARCACIONES;SECTOR EMBARCACIONES, 36;"1228903";;0;0;;4;2;2
338;C.S. SECTOR III;AVDA DE JUAN CARLOS I, 1;"1228065";;0;0;;3;2;2
339;C.S. SEDAVÍ;C/ GÓMEZ FERRER, 3;"1746223";;0;0;;6;2;3
340;C.S. SEGOVIA;CALLE DE SEGOVIA, 4;"1228079";;0;0;;4;1;2
341;C.S. Segovia I;C/ SANTO TOMÁS 9;"0840194";;0;0;;4;0;0
342;C.S. Segovia II;C/ DEL PARQUE 37;"0840194";;0;0;;4;0;0
343;C.S. Segovia III;C/ VÍA ROMA S/N;"0840194";;0;0;;4;0;0
344;C.S. Segovia Rural;C/ PIEDAD 0;"0840194";;0;0;;4;0;0
345;C.S. SEGRE;CALLE DEL SEGRE, 27;"1228079";;0;0;;2;1;2
346;FITNESS (AVINGUDACARRILET);AVINGUDA CARRILET 219;"0908101";;0;0;;1;1;3
347;C.S.I. LÍRIA;C/ JOSÉ PÉREZ MARTÍNEZ, 2;"1746147";;0;0;;6;2;2
348;C.S. SIERRA DE GUADARRAMA;CALLE IGNACIO GONZÁLEZ SERRANO, 27;"1228047";;0;0;;4;2;3
349;C.S. SILLA;AV. AUSIAS MARCH, S/N;"1746230";;0;0;;6;2;3
350;C.S. Sillería;SILLERÍA 2;"0745168";;0;0;;3;0;0
351;C.S. SILVANO;AVDA DE MACHUPICHU, 58;"1228079";;0;0;;2;2;2
352;C.S. SOMOSAGUAS;CALLE PLASENCIA S/N;"1228115";;0;0;;4;1;3
353;C.S. SOTO DEL REAL;CALLE CRISTAL, 2;"1228144";;0;0;;4;2;1
354;ASSIR MOLLET;RONDA PINETONS, 8;"0908124";;0;0;;1;1;3
355;C.S. TORITO;CALLE DEL CAMINO DE LOS VINATEROS, 140;"1228079";;0;0;;2;2;1
356;C.S. TORRELAGUNA;CALLE MALACUERA, 26;"1228151";;0;0;;7;0;0
357;C.S. TORRELODONES;AVDA DE LA DEHESA, 63;"1228152";;0;0;;4;1;2
358;CAP CAN PANTIQUET;C/ LLUIS MILLET 15;"0908124";;0;0;;1;1;2
359;CAP PLANA LLEDO;AVDA. RIVOLI 7;"0908124";;0;0;;1;1;2
360;C.S. TORRES DE LA ALAMEDA;PLAZA JUEGO DE PELOTA, 6;"1228154";;0;0;;2;2;3
361;C.S. PICAÑA;PL. CONSTITUCIÓN, 2;"1746193";;0;0;;6;2;3
362;C.S. TRES CANTOS;SECTOR OFICIOS, 12;"1228903";;0;0;;4;2;2
363;CAP PREMIÁ DE MAR;C/ DE LA PLAÇA 93;"0908172";;0;0;;1;2;1
364;C.S. TURÍS;C/ JAUME I, 17;"1746248";;0;0;;6;2;3
365;C.S. V CENTENARIO;CALLE DEL REAL, 91;"1228134";;0;0;;4;1;2
366;C.S. VALDEBERNARDO;BULEV DE INDALECIO PRIETO, 26;"1228079";;0;0;;2;2;2
367;C.S. VALDELASFUENTES;CALLE DOLORES IBÁRRURI, 4;"1228006";;0;0;;4;2;3
368;C.S. VALDEMORO;CALLE PARLA, 16;"1228161";;0;0;;3;2;2
369;C.S. VALDEZARZA;CALLE DE AZUAGA, 13;"1228079";;0;0;;4;2;2
370;C.S. PUERTO DE SAGUNTO I;C/ PERIODISTA AZZATI, 2;"1746220";;0;0;;6;2;2
371;C.S. VALLE DE LA OLIVA;CALLE ENRIQUE GRANADOS, 2;"1228080";;0;0;;4;1;2
372;C.S. VALLE INCLÁN;CALLE DE VALLE INCLÁN, 97;"1228079";;0;0;;3;2;2
373;C.S. VALLEAGUADO;AVDA DE LOS PRÍNCIPES DE ESPAÑA, 30;"1228049";;0;0;;2;2;2
374;C.S. VENTURA RODRÍGUEZ;CALLE DE VENTURA RODRÍGUEZ, 7;"1228079";;0;0;;4;1;3
375;C.S. VICENTE MUZAS;CALLE DE VICENTE MUZAS, 8;"1228079";;0;0;;2;1;2
376;C.S. VICENTE SOLDEVILLA;CALLE DE LA SIERRA DE ALQUIFE, 8;"1228079";;0;0;;3;3;1
377;C.S. VILLA DE VALLECAS;CALLE DE FUENTIDUEÑA, 12;"1228079";;0;0;;2;2;1
378;C.S. VILLA DEL PRADO;PASEO DE LA ESTACIÓN, 2;"1228171";;0;0;;7;0;0
379;C.S. VILLAAMIL;CALLE DE VILLAAMIL, 19;"1228079";;0;0;;4;2;2
380;C.S. VILLABLANCA;CALLE DE VILLABLANCA, 81;"1228079";;0;0;;4;2;1
381;C.S. PUERTO DE SAGUNTO II;C/ SAGASTA, S/N;"1746220";;0;0;;6;2;2
382;C.S. VILLANUEVA DE LA CAÑADA;CALLE ERAS DE MÓSTOLES, 18;"1228176";;0;0;;4;2;2
383;C.S. VILLAREJO DE SALVANÉS;CALLE DEL HOSPITAL, 7;"1228180";;0;0;;7;0;0
384;C.S. VILLAVICIOSA DE ODÓN;AVDA PRÍNCIPE DE ASTURIAS, 173;"1228181";;0;0;;3;1;2
385;C.S. VIRGEN DE BEGOÑA;AVDA DEL LLANO CASTELLANO, 3;"1228079";;0;0;;4;2;3
386;C.S. VIRGEN DEL CORTIJO;AVDA MANOTERAS, 47;"1228079";;0;0;;4;2;3
387;C.S.CATARROJA;AV. RAMBLETA, S/N;"1746094";;0;0;;6;2;2
388;C.S. PUZOL;C/ MOLÍ, S/N;"1746205";;0;0;;6;2;3
389;C.S.I. ALZIRA II SANTOS PATRONOS;C/ HORTS DELS FRARES, 60;"1746017";;0;0;;6;2;2
390;C.S. RAFELBUÑOL;C/ JOSE M LLOPIS, 26;"1746207";;0;0;;6;2;3
391;C.S.I. PAIPORTA;C/ CATARROJA ESQ. C/ MAESTRO SERRANO;"1746186";;0;0;;6;2;2
392;C.S.I. XIRIVELLA;C/ VIRGEN DE LOS DESAMPARADOS, S/N;"1746110";;0;0;;6;2;2
393;C.S.SANTA MARIA DE BEQUERENCIA;C/RIO GUADARRAMA S/N;"0745168";;0;0;;6;2;1
394;C.S. RASCAFRÍA;CALLE DE LA RIVERA DEL ARTIÑUELO, 2;"1228120";;0;0;;7;0;0
395;CAP ADRIÁ;C/ VALLMAJOR 34;"0908019";;0;0;;5;1;1
396;C.S. RIBARROJA DEL TURIA;C/ COLÓN, S/N;"1746214";;0;0;;6;2;2
397;CAP ANTÓN DE BORJA;C/ EDISON, S/N;"0908184";;0;0;;5;2;2
398;CAP ANTONI CREUS (CAN PARELLADA);CARRER D'ITALIA 5;"0908279";;0;0;;5;2;3
399;CAP APENINS-MONTIGALÁ;C/ DEL APENINS S/N;"0908015";;0;0;;1;2;2
400;CAP ARENYS DE MAR;AVINGUDA D'AUTREVI S/N;"0908006";;0;0;;1;1;2
401;CENTRE BENESTAR;C/ CAN ORIOL 9;"0908184";;0;0;;1;1;3
402;C.S. SAGUNTO;AV. SANTOS PATRONOS, 81-TRAS.;"1746220";;0;0;;6;2;2
403;CAP BARCELONETA;PG. MARITIM 25;"0908019";;0;0;;5;2;3
404;CAP BARRI LATI;C/ PERU 60-62;"0908245";;0;0;;1;3;2
405;C.S. SAN CARLOS;CALLE XAVIER CABELLO LAPIEDRA, 1;"1228131";;0;0;;4;2;2
406;CAP BESOS;C/ ALFONS EL MAGNANIM 57;"0908019";;0;0;;1;3;1
407;CAP BON PASTOR;PASSEIG MOLLERUSSA 67;"0908019";;0;0;;1;2;2
408;CAP BORDETA-MAGORIA;C/ CORRAL S/N;"0908019";;0;0;;5;2;2
409;CAP BUENOS AIRES;AV MANCOMUNITATS COMARCALS, 9;"0908114";;0;0;;5;2;2
410;CAP BUFALA-CANYET;NOU CASES 10 (CANTONADA AVDA. DEL VENTS);"0908015";;0;0;;1;2;1
411;CAP CA NORIAC;PASEO DE SANT BERNAT 22;"0908187";;0;0;;1;3;1
412;CAP CAMPS BLANCS;PLAZA D'EUSKADI S/N;"0908200";;0;0;;5;3;2
413;CAP CAN BOU;AV. CIUTAT DE MALAGA, 18-20;"0908056";;0;0;;5;2;2
414;CAP CAN MARINER;C/ SANT CARLES 79;"0908245";;0;0;;1;2;2
415;CAP DR. BARRAQUER;PLAZA DEL DR. TRUETA S/N;"0908194";;0;0;;1;2;1
416;CAP LA MINA;C/ DEL MAR S/N;"0908194";;0;0;;1;3;1
417;CAP CAN RULL;C/ LLUIS COMPANYS S/N;"0908187";;0;0;;1;2;1
418;CAP SANT CUGAT DEL VALLÉS;C/ DE LA MINA S/N;"0908205";;0;0;;5;1;2
419;CAP CAN TRÍAS-ERNEST LLUCH;C/ PINTOR CASAS, S/N;"0908300";;0;0;;1;2;3
420;CAP CAN VIDALET (BOBILA);PLAZA DE LA BOBILA S/N;"0908077";;0;0;;5;2;2
421;CAP TURÓ DE CAN MATES;CTRA. VALLVIDRERA 38;"0908205";;0;0;;5;1;2
422;CAP CARRERAS CANDI BARCELONA;C/ CARRERAS I CANDI 99-101;"0908019";;0;0;;5;2;2
423;CAP CASC ANTIC;C/ DE REC COMTAL 24;"0908019";;0;0;;5;2;2
424;CAP CASERNES;C/ FERNANDO PESSOA 47-51;"0908019";;0;0;;1;2;1
425;CAP CENTRE;PLAZA DE JOAN OLIU 9;"0908187";;0;0;;1;2;1
426;CAP CERDANYOLA-RIPOLLET;C/ TARRAGONA, S/N. CANTONADA CTRA N150;"0908180";;0;0;;1;2;2
427;CAP VALLDOREIX;PG. DE VALLDOREIX 136;"0908205";;0;0;;5;1;2
428;CAP CHAFARINAS;C/ DE CHAFARINAS 2-8;"0908019";;0;0;;1;2;2
429;CAP CIRERA MOLINS;RDA. DE FREDERIC MISTRAL S/N .;"0908121";;0;0;;1;2;2
430;CAP CIUTAT MERIDIANA;RONDA FREDERICA MISTRAL, S/N;"0908121";;0;0;;1;3;2
431;GRUP POLICLINIC;AVINGUDA TORREBLANCA 2- 8;"0908205";;0;0;;5;1;3
432;CAP COMTE BORRELL;COMTE BORRELL 305;"0908019";;0;0;;5;1;2
433;CAP CONCORDIA;PLAZA SANT AGUSTI 4;"0908187";;0;0;;1;2;2
434;CAP CORBERA DE LLOBREGAT;C/ BUENOS AIRES, 9;"0908072";;0;0;;5;2;2
435;CAP EL PLA;PL. FELIP ALCÁNTARA, 3;"0908211";;0;0;;5;2;2
436;CAP RAMBLA (SANT FELIU DE LLOBREGAT);RBLA. DE LA MARQUESA DE CASTELLBELL 98-100;"0908211";;0;0;;5;2;2
437;CAP CREU ALTA;CTRA. DE CASTELLAR 222;"0908187";;0;0;;1;2;1
438;CAP CREU DE BARBERA;PLAZA CASTELAO 2;"0908187";;0;0;;1;2;2
439;CAP SANT QUIRZE DEL VALLÉS;AVDA. EGARA S/N;"0908238";;0;0;;1;1;2
440;CAP DR. CARLES RIBAS;C/ DEL FOC 112;"0908019";;0;0;;5;2;2
441;CAP DR. GONÇAL CALVO I QUERALTÓ;C/ JOAN FUSTÉ ORTELLS 1;"0908009";;0;0;;1;1;3
442;CAP DR. GUILLERMO MASRIERA I GUARDIOLA;C/ DE SANTA MARÍA 59-79;"0908219";;0;0;;1;1;1
443;CAP DR. JOAN PLANES;AV. PAU CASALS, 12;"0908054";;0;0;;5;1;2
444;CAP DR. LLUIS SAYE;C/ DE TORRES I AMAT 8;"0908019";;0;0;;5;2;2
445;CAP SANTA COLOMA DE CERVELLO;C/ JOAN XXIII, 24;"0908244";;0;0;;5;2;3
446;C.S. TORRENTE I;C/ PINTOR RIBERA, 28;"0917197";;0;0;;6;2;2
447;CAP DR. ROBERT (CUAP);PLAZA DE LA MEDICINA S/N;"0908015";;0;0;;1;2;2
448;CAP DRASSANES;AVDA. DE LES DRASSANES 17-21;"0908019";;0;0;;5;3;1
449;CAP EIXAMPLE;C/ DEL ROSELLO 161;"0908019";;0;0;;5;2;2
450;CAP EL CARMEL;C/ DE MURTRA 130;"0908019";;0;0;;1;3;1
451;CAP EL CASTELL;C/ DOCTOR MARAÑÓN, S/N;"0908056";;0;0;;5;2;3
452;CAP EL CLOT;C/ CONCILI DE TRENTO 25;"0908019";;0;0;;1;2;1
453;CAP EL FONDO;C/ DE MN. J. VERDAGUER 118;"0908245";;0;0;;1;3;1
454;CAP EL MASNOU;C/ DE SANT MIQUEL 125;"0908118";;0;0;;1;2;2
455;C.S. TORRENTE II;C/ XIRIVELLA, 23;"0917197";;0;0;;6;2;2
456;CAP EL SERRAL;CRTA. DE SANT BOI, 59-61;"0908263";;0;0;;5;2;2
457;C.S. AZUCENA O BENICALAP I;C/ AZUCENA, 9;"1746250";;0;0;;6;2;3
458;C.S. BENIMACLET;C/ GUARDIA CIVIL, 13;"1746250";;0;0;;6;2;2
459;C.S. CASTELLAR;C/ VICENTE PUCHOL, 11;"1746250";;0;0;;6;2;3
460;C.S. ECONOMISTA GAY;C/ JUST RAMÍREZ (ARQUITECTE), 46;"1746250";;0;0;;6;2;3
461;C.S. FUENSANTA;C/ VIRGEN DE LA FUENSANTA, 18-20;"1746250";;0;0;;6;2;2
462;CAP GOTIC;PG. DE LA PAU 1;"0908019";;0;0;;5;2;2
463;CAP GRACIA;C/ PERMANYER, 65;"0908187";;0;0;;1;1;3
464;CAP GRAN SOL;AVDA. DEL DR. BASSOLS 112-130;"0908015";;0;0;;1;2;1
465;CAP GUINARDÓ;C/ TEODOR LLORENTE, 26;"0908019";;0;0;;1;1;1
466;CAP GUINEUETA;PLAZA DE VALLDAURA 135;"0908019";;0;0;;1;2;1
467;CAP HORTA;CARRERDE LISBOA S/N;"0908019";;0;0;;1;3;1
468;CAP JOAN MIRAMBELL I FOLCH;AV. JOSEP FONTCOBERTA, 128;"0908033";;0;0;;1;1;3
469;C.S. FUENTE SAN LUÍS;C/ ARABISTA AMBROSIO HUICI, 30;"1746250";;0;0;;6;2;1
470;CAP LA CRUILLA;CTRA DE GRANOLLERS A CALDES S/N.;"0908107";;0;0;;1;0;0
471;C.S. GUILLEM DE CASTRO, 149;C/ GUILLEM DE CASTRO, 149;"1746250";;0;0;;6;1;2
472;CAP LA GRANJA;C/ SINIES, S/N;"0908123";;0;0;;5;2;2
473;C.S. INGENIERO JOAQUÍN BENLLOCH;C/ INGENIERO JOAQUÍN BENLLOCH, 27;"1746250";;0;0;;6;2;2
474;CAP LA MARINA;CARRERDE L'AMNISTÍA INTERNACIONAL 8;"0908019";;0;0;;5;2;2
475;C.S. JUAN XXIII;AV/ JUAN XXIII, 39;"1746250";;0;0;;6;2;2
476;CAP LA PAU;CARRERDE PERE VERGES 3;"0908019";;0;0;;1;2;2
477;CAP LA RIERA DE BADALONA;C/ DE LA RIERA MATAMOROS 2;"0908015";;0;0;;1;2;2
478;CAP LA SAGRERA;CARRERDE GARCILASO 1-9;"0908019";;0;0;;1;2;2
479;CAP LA SALUT;PLAZA DELS ENCANTS S/N;"0908015";;0;0;;1;3;1
480;CAP LA SERRA;PLAZA CRISTOBAL RAMOS 2;"0908187";;0;0;;1;3;3
481;CAP LA SOLANA;CARRER DE SANT FELIP NERI, 18;"0908196";;0;0;;5;2;3
482;CAP LARRARD;TRAVESSERA DE DALT 79;"0908019";;0;0;;5;1;3
483;CAP LES CORTS;MEJÍA LEQUERICA S/N (EDIFICI HELIOS);"0908019";;0;0;;5;1;2
484;C.S. MALVARROSA;C/ ISABEL DE VILLENA, 2, PABELLÓN C;"1746250";;0;0;;6;2;2
485;CAP LES HORTES;C/ NOU DE RAMBLA 177;"0908019";;0;0;;5;3;1
486;CAP LES INDIANES;CAMI DE LA FONT FREDA, S/N;"0908125";;0;0;;1;2;2
487;CAP LES PLANES;AVDA. DE BARCELONA 62;"0908217";;0;0;;5;2;3
488;CAP LLEFIA;CTRA. ANTIGA DE VALENCIA S/N;"0908015";;0;0;;1;2;1
489;CAP LLUIS MILLET;C/ DE LLUIS MILLET 2-4;"0908077";;0;0;;5;2;1
490;CAP MANSÓ (CUAP);C/ DE MANSÓ 19;"0908019";;0;0;;5;2;1
491;CAP MARESME;CAMÍ DEL MIG 36;"0908121";;0;0;;1;2;3
492;CAP MARÍA BERNADES;AVDA. VERGE DE MONTSERRAT 124-126;"0908301";;0;0;;5;2;2
493;CAP MARTÍ I JULIÁ;C/ MARTÍ JULIÀ 11-19;"0908015";;0;0;;1;2;2
494;CAP MAS FONT;PLAZA DE LA MARINA 2-4;"0908301";;0;0;;5;2;2
495;CAP MATADEPERA;PL. AJUNTAMENT, 2;"0908120";;0;0;;1;1;3
496;CAP MATARÓ CENTRE;CAMI RAL, 208;"0908121";;0;0;;1;1;3
497;CAP MERINALS;C/ LA PALMA S/N;"0908187";;0;0;;1;2;3
498;CAP MOLI NOU;C/ CAMÍ VELL DE LA COLONIA 1-3 (TORRE MOLI NOU);"0908200";;0;0;;5;2;2
499;CAP MONTBAIG;AVINGUDA DELS JOCS OLIMPICS, 14;"0908301";;0;0;;5;2;1
500;CAP MONTCADA I REIXACH;P. JAUME I, S/N;"0908125";;0;0;;1;2;2
501;CAP MONTCLAR;C/ DE PI I MARAGALL 115;"0908200";;0;0;;5;2;2
502;CAP MONTGAT;PASSATGE SANT ANTONI MARIA CLARET S/N;"0908126";;0;0;;1;1;3
503;CAP MONTNEGRE;CARRERDE MONTNEGRE 21;"0908019";;0;0;;5;2;1
504;CAP MORERA POMAR;C/ DE PERE III 1-7;"0908015";;0;0;;1;2;2
505;C.S. NAZARET;C/ MÉDICO FERNANDO MORAY DE LA HORRA, 2;"1746250";;0;0;;6;2;3
506;CAP MUTUA RUBÍ;C/ PRAT DE LA RIBA, 20-22;"0908184";;0;0;;5;2;2
507;CAP NORD;PLAZA MERCÉ RODOREDA 24;"0908187";;0;0;;1;2;1
508;CAP NOVA LLOREDA;AVDA. DE CATALUNYA 62-64;"0908015";;0;0;;1;2;1
509;CAP NUMANCIA;C/ NUMANCIA 23;"0908019";;0;0;;5;2;1
510;CAP OCATA;C/ DEL TORRENT DE CAN GAIO 17;"0908118";;0;0;;1;1;2
511;CAP PARE CLARET;C/ SANT ANTONI M. CLARET 19- 21;"0908019";;0;0;;5;2;2
512;CAP PASSEIG DE MARAGALL;PG. DE MARAGALL 52-54;"0908019";;0;0;;1;1;1
513;CAP PASSEIG DE SANT JOAN;PLAZADE SANT JOAN 20;"0908019";;0;0;;5;1;2
514;CAP PINETONS;AV. CATALUNYA, 18;"0908180";;0;0;;1;1;2
515;C.S. NOU MOLES;C/ 25 DE ABRIL, S/N;"1746250";;0;0;;6;2;2
516;CAP POBLENOU (BARCELONA);C/ DE LOPE DE VEGA 138;"0908019";;0;0;;1;2;1
517;C.S. PADRE JOFRÉ;C/ BEATO NICOLÁS FACTOR, 1;"1746250";;0;0;;6;2;2
518;CAP PROGRES-RAVAL;C/ GENERAL WEYLER 44;"0908015";;0;0;;1;2;2
519;C.S. PLAZA SEGOVIA;PL. SEGOVIA, S/N;"1746250";;0;0;;6;2;1
520;C.S. REPÚBLICA ARGENTINA;C/ REPÚBLICA ARGENTINA, 8;"1746250";;0;0;;6;2;2
521;CAP RAMBLA (TERRASSA);RAMBLA D'EGARA 386;"0908279";;0;0;;5;2;1
522;CAP RAMÓN TURRO;C/ RAMON TURRO 337-339;"0908019";;0;0;;1;2;1
523;C.S. RUZAFA;C/ SAN VALERO, 8;"1746250";;0;0;;6;1;2
524;CAP RÍO DE JANEIRO;AVDA. DE RÍO DE JANEIRO 83-91;"0908019";;0;0;;1;2;1
525;CAP RIPOLLET;CASANOVAS 4;"0908180";;0;0;;1;2;2
526;CAP ROCAFONDA-PALAU;RONDA RAFAEL ESTRANY 24;"0908121";;0;0;;1;2;2
527;CAP ROGER DE FLOR;C/ ROGER DE FLOR 194-196;"0908019";;0;0;;5;2;2
528;CAP RONDA CERDANYA;C/ VALLÈS 37;"0908121";;0;0;;1;2;2
