"idClinic";"clinicName";"address";"villageCode";"phoneNumber";"longitude";"latitude";"link";"firstlyAttendedBy";"socioeconomicLevel";"sizeLevel"
529;CAP RONDA PRIM;RONDA PRIM, 35;"0908121";;0;0;;1;1;1
530;C.S. SALVADOR ALLENDE;C/ CONDE LUMIARES, 3;"1746250";;0;0;;6;2;2
531;CAP ROQUETES CANTERES;C/ GARIGLIANO 23-27;"0908019";;0;0;;1;2;1
532;C.S. SALVADOR PAU;C/ SALVADOR PAU, 42;"1746250";;0;0;;6;2;3
533;CAP SAGRADA FAMILIA;CÓRSEGA, 643;"0908019";;0;0;;5;2;3
534;CAP SANLLEHY;AVDA. MARE DE DEU DE MONTSERRAT 16-18;"0908019";;0;0;;1;2;2
535;CAP SANT ANDREU;AVDA. DE LA MERIDIANA 428;"0908019";;0;0;;1;1;1
536;CAP SANT ANDREU DE LA BARCA;AV. CONSTITUCIÓ, 37;"0908196";;0;0;;5;2;1
537;C.S. SAN ISIDRO;C/ JOSÉ ANDREU ALABARTA, ESQ. C/ CAMPOS CRESPO;"1746250";;0;0;;6;2;1
538;CAP SANT GENIS;C/ MIQUEL MUMANY, 11-19;"0908184";;0;0;;5;1;2
539;CAP SANT JUST DESVERN;AV. INDUSTRIA, S/N;"0908221";;0;0;;5;1;2
540;CAP SANT LLATZER;C/ DE LA RIBA 62;"0908279";;0;0;;5;1;2
541;CAP SANT MARTI (CUAP);C/ FLUVIA 211;"0908019";;0;0;;1;2;3
542;CAP SANT MIQUEL;AV. FRANCESC MACIÁ 154;"0908096";;0;0;;1;2;2
543;CAP SANT OLEGUER;C/ SOL I PADRIS 56-60;"0908187";;0;0;;1;2;2
544;C.S. SAN MARCELINO;C/ SAN PÍO X, 33;"1746250";;0;0;;6;2;2
545;CAP SANT RAFAEL;PLAZA DE LA VALL D'HEBRON 107-117;"0908019";;0;0;;1;2;1
546;CAP SANT ROC-EL ROC (abs.4);AVDA. DE VÉLEZ RUBIO S/N (CANTONADA AMB C. DE MOTRIL);"0908015";;0;0;;1;3;1
547;C.S. SERRERÍA I;C/ SERRERÍA, 73;"1746250";;0;0;;6;2;2
548;CAP SANTA COLOMA DE GRAMENET (CUAP);C/ MAJOR 49-53;"0908245";;0;0;;1;2;1
549;CAP SANTA ROSA;C/ DE ELCANO 34;"0908245";;0;0;;1;3;1
550;CAP SANTS;PASSATGE DEL VAPOR VELL, 44-46;"0908019";;0;0;;5;2;2
551;CAP SARDENYA;C/ DE SARDENYA 466;"0908019";;0;0;;1;2;2
552;CAP SARRIA;C/ VÍA AUGUSTA 366;"0908019";;0;0;;5;1;1
553;C.S. SERRERÍA II;C/ PEDRO DE VALENCIA, 28;"1746250";;0;0;;6;2;2
554;CAP SINGUERLIN;C/ SANTIAGO RUSIÑOL 64-68;"0908245";;0;0;;1;3;3
555;CAP SITGES;CAMI DELS CAPELLANS, S/N;"0908270";;0;0;;5;1;2
556;CAP SUD (SABADELL);C/ DE FEIJOO 87;"0908187";;0;0;;1;2;2
557;CAP TERRASSA EST;C/ CIUTAT REAL 31;"0908279";;0;0;;5;1;1
558;CAP TERRASSA NORD;C/ 25 DE SETEMBRE 26;"0908279";;0;0;;5;2;1
559;CAP TERRASSA OEST;AV. ANGEL SALLENT, 171;"0908279";;0;0;;5;2;2
560;CAP TERRASSA SUD (CAN JOFRESA);AVDA. SANTA EULALIA S/N;"0908279";;0;0;;5;2;2
561;CAP TRINITAT VELLA;VIA BARCI 88;"0908019";;0;0;;1;3;2
562;CAP TURÓ;C/ CADI 58;"0908019";;0;0;;1;2;1
563;C.S. TAVERNES BLANQUES;C/ CASTELLÓN, 17;"1746250";;0;0;;6;2;3
564;CAP VALLCARCA - SANT GERVASI;AVDA. VALLCARCA 169-205, EDIFICI PEDRAFORCA;"0908019";;0;0;;5;1;2
565;C.S. TRAFALGAR;C/ TRAFALGAR, 32;"1746250";;0;0;;6;2;3
566;CAP VALLÈS ORIENTAL;C/ MUSEU 19;"0908096";;0;0;;1;2;2
567;CAP VALLIRANA;C/ JOAN CAPRI, 7;"0908295";;0;0;;5;2;2
568;CAP VERDAGUER (SANT JOAN DESPI);C/ CREU D'EN MONTANER S/N;"0908217";;0;0;;5;1;2
569;CAP VILA DE GRACIA-CIBELES;C/ CORCEGA, 363;"0908019";;0;0;;5;2;2
570;CAP VILA OLÍMPICA;C/ DE JOAN MIRO 17;"0908019";;0;0;;1;2;2
571;CAP VILA VELLA;CTRA. DE SANT BOI, 108;"0908263";;0;0;;5;2;2
572;CAP VILASSAR DE DALT;PLAZA DE LA VILA 8;"0908214";;0;0;;1;2;2
573;CAP VINYETS;RDA. SANT RAMÓN 187;"0908200";;0;0;;5;2;2
574;CAPIBE (CENTRO DE ATENCIÓN PEDIÁTRICA INTEGRAL BARCELONA ESQUERRA);C/ NUMANCIA, 7-13;"0908019";;0;0;;5;2;2
575;CENDIEF;C/ FONTANELLA, 21-23;"0908019";;0;0;;5;1;3
576;C.S. TRINITAT;C/ FLORA, 7;"1746250";;0;0;;6;2;2
577;CENTRE INTEGRAL DE SALUT COTXERES (CUAP);AVDA. DE BORBÓN 18-30;"0908019";;0;0;;1;2;1
578;CENTRE MARINA;C/ MARINA 291;"0908019";;0;0;;1;1;3
579;CENTRE MEDIC CATALONIA;C/ PROVENÇA, 281;"0908019";;0;0;;5;1;3
580;CENTRE MEDIC LA ROTONDA;PASSEIG SANT GERVASI, 55;"0908019";;0;0;;5;1;3
581;CENTRE MEDIC LA VERNEDA;C/ SELVA DE MAR, 177;"0908019";;0;0;;5;1;3
582;CENTRO DE NUTRICIÓN ALERIS;C/ ORENSE 37 1C;"1228079";;0;0;;2;1;3
583;CENTRO JÚLIA FARRÉ;C/ BALMES 172, PRINCIPAL 2A;"0908019";;0;0;;1;1;3
584;CENTRO MEDICAE;CALLE PLATINO 2 LOCAL 6;"1228148";;0;0;;2;1;3
585;CENTRO MÉDICO COMPLUTENSE;VIA COMPLUTENSE 77;"1228005";;0;0;;2;1;3
586;CENTRO MÉDICO DE ESTÉTICA LOECHES;C/ ATARRE 6;"1228075";;0;0;;2;1;3
587;CENTRO MÉDICO DELM;C/ MANDRI, 54;"0908019";;0;0;;5;1;3
588;CENTRO MÉDICO INRESA;C/ RICARDO MEDEM, 10;"1228092";;0;0;;3;1;3
589;CENTRO MÉDICO INTEGRAL HENARES;C/ LONDRES 29;"1228148";;0;0;;2;2;3
590;CENTRO MILENIUM ALCORCÓN;AVDA LIBERTAD S/N;"1228007";;0;0;;4;1;3
591;CENTRO NUTRICIÓN MANZANO;AV. MONFORTE DE LEMOS, 107, PLANTA 1;"1228079";;0;0;;3;1;3
592;CLÍNICA ADAME;VIA AUGUSTA, 158;"0908019";;0;0;;5;1;3
593;CLÍNICA AVIBEN;C/ PRADILLOS, 58;"1228079";;0;0;;2;1;3
594;CLÍNICA NUTRICIÓN DEPORTIVA Y ALTO RENDIMIENTO;AV. MAGIA 11;"1228006";;0;0;;2;1;3
595;CLÍNICA OPCIÓN MÉDICA;C/ MOSSÈN JACINT VERDAGUER 47-51;"0908121";;0;0;;1;1;3
596;CLÍNICA REINA MERCEDES;CALLE MARCELIANO SANTA MARIA 11;"1228079";;0;0;;4;1;1
597;CLUB ALAMEDA DE OSUNA;PASEO DE LA ALAMEDA DE OSUNA 52;"1228079";;0;0;;4;1;1
598;COMOCOMO SCHOOL;CALLE MARIA DE MAEZTÚ 134,;"1228079";;0;0;;3;1;3
599;CONSULTORIO ALFARA DEL PATRIARCA;PLAZA EMILIO RAMÓN LLIN, S/N;"1746025";;0;0;;6;2;3
600;C.S. VALENCIA-CAMPANAR;C/ VICENTE RIOS ENRIQUE, S/N;"1746250";;0;0;;6;2;2
601;CONSULTORIO AUXILIAR ARQUITECTO TOLSÁ;C/ ARQUITECTO TOLSÁ, 20;"1746250";;0;0;;6;2;3
602;CONSULTORIO AUXILIAR CHILE;C/ CHILE, 22;"1746250";;0;0;;6;2;3
603;CONSULTORIO AUXILIAR SAFRANAR;C/ VIRGEN DE LA CABEZA, 31-33;"1746250";;0;0;;6;2;3
604;CONSULTORIO EL CARMEN;C/ PATERNA, 6 Y 8;"1746159";;0;0;;6;2;3
605;CONSULTORIO LOCAL ALBORACHE;AV. DE LA MÚSICA, 12;"1746012";;0;0;;6;2;3
606;CONSULTORIO LORIGUILLA;C/ OESTE, 13;"1746148";;0;0;;6;2;3
607;CONSULTORIO MANISES ELS XIPRERETS;C/ CERAMISTA ALFONS BLAT, 6;"1746159";;0;0;;6;2;3
608;CONSULTORIO NÁQUERA;C/ CONSTITUCIÓN, 1;"1746178";;0;0;;6;1;3
609;CONSULTORIO PATERNA (LA COMA);PL. PUZOL, S/N;"1746190";;0;0;;6;2;3
610;CONSULTORIO PATERNA LA CANYADA;C/ NÚMERO 30, 48;"1746190";;0;0;;6;1;3
611;CONSULTORIO SAN ANTONIO DE BENAGÉBER;C/ PURÍSIMA, S/N;"1746903";;0;0;;6;2;3
612;CONSULTORIO VICENTE BRULL;C/ VICENTE BRULL, 71;"1746250";;0;0;;6;2;3
613;FUNDACIÓ HOSPITAL DE L'ESPERIT SANT;AVINGUDA MOSSÈN PONS I RABADÀ S/N;"0908245";;0;0;;1;2;3
614;FUNDACION SHE;C/ LOS MÁRTIRES, 11;"1228022";;0;0;;3;1;3
615;GENOMIC GENETICS INTERNATIONAL;AV. DIAGONAL, 490;"0908019";;0;0;;5;1;3
616;C.S. MIGUEL SERVET O BENICALAP II;C/AMICS DEL CORPUS, S/N, (BENICALAP);"1746250";;0;0;;6;2;2
617;HERBOLARIO (LA BOTICA NATURAL);CALLE JUAN DE LA CIERVA, 22;"1228014";;0;0;;3;1;3
618;HOSPITAL DE FUENLABRADA;C/ CAMINO DEL MOLINO 2;"1228058";;0;0;;3;2;1
619;HOSPITAL DE GETAFE;CTRA. MADRID - TOLEDO KM.1250;"1228065";;0;0;;3;2;1
620;HOSPITAL DE MOLLET;RONDA PINETONS 8;"0908124";;0;0;;1;1;1
621;HOSPITAL DE TORREJÓN DE ARDOZ;C/ MATEO INURRIA 28;"1228148";;0;0;;2;2;1
622;HOSPITAL DE VILLALBA;CARRETERA DE ALPEDRETE A MORALZARZAL M-608 KM 41;"1228047";;0;0;;2;2;1
623;HOSPITAL DEL SURESTE;RONDA DEL SUR 10;"1228014";;0;0;;2;2;1
624;HOSPITAL DEL TAJO;AVDA. AMAZONAS CENTRAL S/N;"1228013";;0;0;;3;2;1
625;HOSPITAL GENERAL DE GRANOLLERS;AVINGUDA FRANCESC RIBAS S/N;"0908096";;0;0;;1;1;3
626;HOSPITAL INFANTA ELENA;AVDA. DE LOS REYES CATOLICOS 21;"1228161";;0;0;;3;2;1
627;HOSPITAL INFANTA SOFÍA;P EUROPA, 34;"1228134";;0;0;;2;1;3
628;HOSPITAL LA PAZ;P CASTELLANA, 261;"1228079";;0;0;;3;1;3
629;HOSPITAL LA PRINCESA;C/ DIEGO DE LEÓN, 62;"1228079";;0;0;;3;1;3
630;HOSPITAL MUNICIPAL DE BADALONA;VIA AUGUSTA 9-13;"0908015";;0;0;;1;1;3
631;HOSPITAL NISA ARAVACA - CONSULTA PRIVADA;C/ LA SALLE, 12;"1228079";;0;0;;4;1;3
632;HOSPITAL QUIRON;C/ DIEGO DE VELAZQUEZ 1;"1228115";;0;0;;3;1;3
633;HOSPITAL RAMON Y CAJAL;CTRA. COLMENAR VIEJO, KM. 9;"1228079";;0;0;;3;1;3
634;HOSPITAL SEVERO OCHOA;AVDA. DE ORELLANA 1;"1228074";;0;0;;3;2;1
635;HOSPITAL UNIVERSIDAD DE NAVARRA;C/MARQUESADO SANTA MARTA 1;"1228079";;0;0;;4;2;1
636;HOSPITAL UNIVERSITARIO PRINCIPE DE ASTURIAS;CTRA. ALCALA - MECO 1;"1228005";;0;0;;2;2;1
637;IADIN;C/MAS CASANOVAS, 27;"0908019";;0;0;;5;2;3
638;INSTITUT DE NUTRICIÓ I DIETÈTICA I ALIMENTACIÓ;RONDA PONENT 13, 5E 2;"0908187";;0;0;;1;1;3
639;INUTRALIA;LA GRANJA 15 EDIF.B 1PLANTA;"1228006";;0;0;;2;1;3
640;KOA CENTER;C/ ARAGO, 218;"0908019";;0;0;;5;1;3
641;KRONOSPORTS;PASSATGE DE CRONOS 9-11;"0908184";;0;0;;1;1;3
642;MEDICADIET;C/ BALMES, 104;"0908019";;0;0;;5;1;3
643;MEDIGRUP NUBIOLA;C/ MUNTANER, 479;"0908019";;0;0;;5;1;3
644;NAMASTE;C/ VARSOVIA, 56;"0908019";;0;0;;1;1;3
645;NEW BODY;AV. DIAGONAL, 340;"0908019";;0;0;;5;1;3
646;NUTREME;GRAN VIA DE LES CORTS CATALANES, 581;"0908019";;0;0;;5;1;3
647;NUTRICIONISTAS BARCELONA;ROCAFORT, 241;"0908019";;0;0;;5;1;3
648;SANDRA SARDINA NUTRICIONISTA;CAMI DEL MIG, 125. LOCAL 9;"0908121";;0;0;;5;1;3
649;SBELTLINE;PLAZA VALENTÍ ALMIRALL 11;"0908015";;0;0;;1;1;3
650;SILVIADIETS;C/BORRIANA 8;"0908187";;0;0;;1;1;3
651;STICSA;C/ GANDUXER, 5-15 DESPATX 8;"0908019";;0;0;;5;1;3
652;TEMPLO DE HÉCATE;C/ ALFONS XII, 23 A;"0908015";;0;0;;1;1;3
653;TERAPIAS NATURALES;C/ ALFONS XII, 28;"0908015";;0;0;;1;1;3
654;VNATURA;PASSEIG DE FABRA I PUIG 205;"0908019";;0;0;;1;1;3
655;WOMEN'S HEALTH INSTITUTE BARCELONA;VIA AUGUSTA, 281;"0908019";;0;0;;5;1;3
656;YNSADIET;C/ ISAAC PERAL, 3-;"1228074";;0;0;;3;1;3
657;CONSULTA PRIVADA / CONSULTA CIUDAD SANTANDER;AV. CANTABRIA;"1228022";;0;0;;3;1;3
658;CONSULTORI TIANA;C/FRANCI S/N;"0908282";;0;0;;1;1;3
659;CONSULTORIO SAN AGUSTIN DE GUADALIX;AVDA. DE MADRID 28;"1228129";;0;0;;4;1;3
660;CONSULTORI LOCAL CABRILS;C/ DE CAL BATALLÓ, 0;"0908030";;0;0;;1;1;3
661;CONSULTORIO ST. CLIMENT;PLAÇA LLUIS COMPANYS, 1;"0908204";;0;0;;5;1;3
662;CONSULTORIO MORALZARZAL;AVDA SALVADOR SANCHEZ FRASCUELO, 11;"1228090";;0;0;;4;2;3
664;CONSULTORI TEIÀ;PLAÇA CATALUNYA 3;"0908281";;0;0;;1;1;3
666;CONSULTA (DIEGODELEÓN47);DIEGO DE LEON 47;"1228079";;0;0;;2;1;3
667;CONSULTA (CASTILLEJOS326);C/ CASTILLEJOS 326;"0908019";;0;0;;1;1;3
668;CONSULTORI PREMIÁ DE DALT;CTRA DE L'ENLLAÇ 37;"0908230";;0;0;;1;1;3
669;CONSULTA (MESTRESVILLÀ107);MESTRES VILLÀ 107BIS;"0908118";;0;0;;1;1;3
671;CONSULTA (COMTEJOFRE34);COMTE JOFRE, 34;"0908187";;0;0;;5;2;3
672;CONSULTA (JUANALVAREZMENDIZABAL89);JUAN ALVAREZ MENDIZABAL 89;"1228079";;0;0;;2;1;3
673;CONSULTA (SAGUNT47);C/SAGUNT 47 BAIXOS;"0908015";;0;0;;1;1;3
674;CONSULTA (NELSONMANDELA2);C/ NELSON MANDELA 2-4, 15 A;"0908015";;0;0;;1;1;3
675;CONSULTA (MOSSENJACINTVERDAGUER6);C/ MOSSEN JACINT VERDAGUER, 6-8;"0908073";;0;0;;5;2;3
676;CONSULTA (PEGASO4);PEGASO 4 3 T;"1228092";;0;0;;2;1;3
677;CONSULTA (ALONSOCANO54);C/ ALONSO CANO 54 2 DCHA;"1228079";;0;0;;2;1;3
678;CONSULTA (GOYA30);GOYA 30;"1228079";;0;0;;2;1;3
679;CONSULTA (ESCOLESPIES49);C/ ESCOLES PIES 49, PRINCIPAL;"0908019";;0;0;;1;1;3
681;CONSULTA CLÍNICA TORMO;COCHABAMBA 23 BAJO C;"1228079";;0;0;;2;1;3
682;CONSULTA (SANTMARIAN61);C/ SANT MARIAN 61, 1, 1;"0908279";;0;0;;1;1;3
683;CONSULTORIO EL ESCORIAL;C/JULIANA 1;"1228131";;0;0;;4;2;2
684;CONSULTORI PREMIA DE DALT;CTRA DE L'ENLLAÇ 37;"0908230";;0;0;;1;1;3
685;CONSULTORI LOCAL CABRERA DE MAR;PLAÇA CAN PAU FERRER 1;"0908029";;0;0;;1;1;3
686;CONSULTA (TORREFIGUERAS30);C/ TORRE FIGUERAS 30;"0908200";;0;0;;1;1;3
687;CONSULTORIO AJALVIR;AV. DE LAS AGUAS;"1228002";;0;0;;2;2;3
688;CONSULTA (DIEGODELEÓN59);C/ DIEGO DE LEON 59;"1228079";;0;0;;2;1;3
689;CONSULTORI BARRI COTET;C/ BARCELONA 14;"0908172";;0;0;;1;1;3
690;CONSULTA PRIVADA (ALGETE);POL. NOGAL, 2;"1228009";;0;0;;3;1;3
693;CONSULTORIO PATERNA-LA COMA;PL/ PUZOL, S/N;"1746190";;0;0;;6;2;3
701;DIETETICA CONDELLI L'ONDINA;RAMBLA SANT JOAN 79;"0908015";;0;0;;1;1;3
702;DESCONOCIDO;AV. RICARDO SÁNCHEZ, 36;"1115069";;0;0;;7;0;0
703;COS INSTITUTO DE CIENCIAS MEDICAS;BARCELONA;"0908019";;0;0;;5;0;0
704;ESCUELA DE ADELGAZAMIENTO MIREIA SEUBA;C/ SANT RAMÓN 23;"0908125";;0;0;;1;1;3
705;DIETETIK;C/ GENERAL MORAGUES 9;"0908245";;0;0;;1;1;3
706;DIGEST;C/ARBRES 53;"0908015";;0;0;;1;1;3
707;DIR GRÀCIA;C/ GRAN DE GRÀCIA 37;"0908019";;0;0;;1;1;3
708;DUET SPORTS CAN ZAM;C/ VICTOR HUGO;"0908245";;0;0;;1;1;3
709;C.S. BENIMÁMET;C/ INGENIERO AUBÁN, 20, (BENIMÁMET);"1746250";;0;0;;6;2;3
710;EL ÁRBOL DE LA VIDA;C/ MAJOR 42;"0908245";;0;0;;1;1;3
711;FARMACIA LESSEPS;PLAZA LESSEPS, 11;"0908019";;0;0;;5;1;3
712;FARMACIA RAMBLA;RAMBLA DE SANT SEBASTIÀ 22;"0908245";;0;0;;1;1;3
713;FARMACIA SANT CARLES;C/ SANT CARLES 42;"0908245";;0;0;;1;1;3
714;FARMAELITE;CALLE GENERAL RODRIGO 6;"1228079";;0;0;;4;1;3
715;FISIOTERAPIA SANT FELIU;C/ RECTORIA, 25;"0908211";;0;0;;5;2;3
716;C.S. VILLAMARCHANTE;C/ FONT NOVA, S/N;"1746256";;0;0;;6;2;3
717;FARMACIA (VALDETORRES DEL JARAMA);VALDETORRES DEL JARAMA 31;"1228079";;0;0;;2;1;3
718;JuanmaTEST;JuanmaTEST;"9999999";"";0;0;"";10;0;0
719;JuanmaTEST;JuanmaTEST;"9999999";"";0;0;"";10;0;0
720;JuanmaTEST;JuanmaTEST;"9999999";"";0;0;"";10;0;0
721;JuanmaTEST;esta es la direcciono;"0118003";"123456789";0;0;www.123456.com;6;1;1
722;JuanmaTEST722;esta es la direccion;"0118003";"123456789";105;12;www.123456.com;6;1;1
723;C.S. nombre inventado;Alas;"1228002";"649067596";105;12;www.enlacedelaclinica.com;3;3;1
724;Nuevo centro de salud. Pruebas;pasaporte, 27 28042 madrid;"0104001";"123456789";0;0;www.123456789.com;3;2;1
725;Nombre del centro;P.I. Los Frailes Parcela 132-A;"0104002";"918304650";0;0;"";4;1;2
726;zxcvbvnm;"";"0538003";"";0;0;"";5;3;2
727;C.S. GODELLA;C/ SAN SEBASTIÁN, S/N;"1746135";;0;0;;6;1;3
728;C.S. HOSPITAL PROVINCIAL PLÁ;C/ DOCTOR SAPENA, S/N;"1703014";;0;0;;6;2;1
729;C.S. FUENTE SAN LUIS;C/ ARABISTA AMBROSIO HUICI, 30;"1746250";;0;0;;6;2;1
730;C.S. BURJASSOT II;C/ RUBERT I VILLÓ, ESQ. C/ MENDIZABAL;"1746078";;0;0;;6;2;2
731;C.S. ALGEMESÍ;CRUCE SANTA TERESA CON POLINYÀ, S/N;"1746029";;0;0;;6;2;2
732;C.S. CULLERA;AV. DIAGONAL DEL PAÍS VALENCIÀ, 4;"1746105";;0;0;;6;2;2
733;C.S. CABO HUERTAS;C/ ARPÓN, S/N;"1703014";;0;0;;6;2;2
734;C.S.I. BURJASSOT;C/ BENIFERRI, S/N;"1746078";;0;0;;6;2;3
735;CONSULTORIO LA TORRE;C/ BENIDOLEIG, 9;"1746250";;0;0;;6;2;3
736;C.S.I. BENIFAIÓ;CTRA. ALMUSSAFES, 11;"1746060";;0;0;;6;2;2
737;CONSULTORIO TERRAMELAR;C/ ALGINET, 8;"1746190";;0;0;;6;1;3
738;C.S. ROCAFORT;C/ BARÓ DE TERRATEIG, 5;"1746216";;0;0;;6;1;3
739;C.S. ALMUSSAFES;C/ ATARAZANAS, S/N;"1746035";;0;0;;6;2;3
740;CONSULTORIO MISLATA;C/ ORTEGA Y GASSET, 3;"1746169";;0;0;;6;2;3
741;CONSULTORIO TENDETES;C/ RICARDO MICÓ, 3;"1746250";;0;0;;6;2;2
742;CONSULTORIO ALGEMESÍ;PARQUE SALVADOR CASTELLS, 6;"1746029";;0;0;;6;2;3
743;C.S. JUAN XXIII ALICANTE;C/ CRONISTA VICENTE MARTINEZ MORELLA, 12;"1703014";;0;0;;6;3;2
744;CONSULTORIO LLOMA LLARGA;C/ MELISSA, 47;"1746190";;0;0;;6;1;3
745;CONSULTORIO HORNO DE ALCEDO;C/ ALABAU, 10;"1746250";;0;0;;6;2;3
746;CAP MUTUA RUBI;C/ PRAT DE LA RIBA, 20-22;"0908184";;0;0;;5;2;1
747;CAP RIO DE JANEIRO;AVDA. DE RIO DE JANEIRO 83-91;"0908019";;0;0;;1;2;1
748;CAP JOSEP BERTRAN I MIRET;Passeig de Circumvallació, 86.;"0908231";;0;0;;5;2;2
750;EPSI Garraf;C/ Unió, 108;"0908307";;0;0;;5;1;3
752;CONSULTA PRIVADA;"";"0908184";;0;0;;5;2;3
754;L'ONDINA DIETÈTICA;C/ GUIFRÉ, 107;"0908015";;0;0;;1;1;3
755;CAP ROQUETES;Av. de Catalunya, 11;"0908231";;0;0;;5;2;2
756;Centre Fisioterapia Almirall;Plaça a Països Catalans,4 BX 2;"0908231";;0;0;;5;1;3
758;C.S. NUÑEZ MORGADO;C/ DE NUÑEZ MORGADO 4;"1228079";;0;0;;2;1;2
760;CENTRO MEDICO COMPLUTENSE;VIA COMPLUTENSE 77;"1228005";;0;0;;2;1;3
762;C.S.I. JUAN LLORENS;C/ JUAN LLORENS, 8;"1746250";;0;0;;6;2;3
763;C.S. VALL D'UIXÓ I;C/ OCTAVI TEN, S/N;"1712126";;0;0;;6;2;3
764;C.S. MONCADA;AV/ MEDITERRÁNEO, 2;"1746171";;0;0;;6;2;3
765;CONSULTORIO AZUCENA;C/ AZUCENA, 9;"1746250";;0;0;;6;2;3
766;CAP BADIA DEL VALLÈS;C/ BÈTICA S/N;"0908904";;0;0;;1;2;2
767;CAP SANT CUGAT DEL VALLES;C/ DE LA MINA S/N;"0908205";;0;0;;5;1;2
768;C.S. SILLERIA;C/ SILLERIA 2;"0745168";;0;0;;3;2;2
770;C.S. TALAVERA CENTRO;"";"0745165";;0;0;;3;2;1
771;C.S. LA ALGODONERA;"";"0847212";;0;0;;3;2;2
772;C.S. PARACUELLOS DEL JARAMA;CHORRILLO ALTO 16;"1228104";;0;0;;2;1;2
779;COMOCOMOSCHOOL;"";"1228079";;0;0;;3;1;1
780;C.S.I. ALMASSORA;       Calle Batalla de Bailén, 4 ;"1712009";"";0;0;"";6;2;2
781;C.S. PALLETER;PL. PALLETER, S/N;"1712040";"";0;0;"";6;2;2
783;C.S. ILLES COLUMBRETES;PL. ILLES COLUMBRETES, S/N;"1712040";"";0;0;"";6;2;2
784;C.S. FERNANDO EL CATÓLICO-PERI;C/ Fernando el Católico, esq. c/Carcagente, s/n;"1712040";"";0;0;"";6;2;2
785;C.S. PINTOR SOROLLA;PL. PINTOR SOROLLA, 1;"1712040";"";0;0;"";6;2;3
786;C.S. ALGINET;CRUCE DE MAESTRO SERRANO CON C/ MAYOR;"1746031";"";0;0;"";6;2;2
821;C.S. El Juncal;Avda. de Madrid 39 Esq. Brasil;"1228148";"";0;0;"";2;1;2
822;C.S. Dr. Cirajas;c/ Doctor Cirajas, 20;"1228079";"";0;0;"";2;2;1
823;C.S. Arganda Felicidad II;C/ de La Felicidad 2;"1228014";"";0;0;"";2;1;2
824;CLINICA DE FISIOTERAPIA EUROVILLAS;Posada de Castilla,I, 62;"1228100";"";0;0;"";2;2;3
825;C.S. Dr. Cirajas;c/ Doctor Cirajas, 20;"1228079";"";0;0;"";2;2;1
826;C.S. Arganda Felicidad II;C/ de La Felicidad 2;"1228014";"";0;0;"";2;1;2
827;C.S.I. CASTELLÓN-GRAO;JUAN SEBASTIÁN EL CANO, 36;"1712040";"";0;0;"";6;2;2
828;C.S. BARRANQUET PERPETUO SOCORRO;C/ Llarg, 70;"1712040";"";0;0;"";6;2;3
829;C.S. SANTA FAZ;PL. SANTÍSIMA FAZ, 7;"1703014";"";0;0;"";6;2;3
830;C.S. HOSPITAL PROVINCIAL PLÁ;C/ DOCTOR SAPENA, S/N;"1703014";"";0;0;"";6;2;1
831;CONSULTORIO PLAYA DE SAN JUAN;AV. BRUSELAS, 19;"1703014";"";0;0;"";6;2;3
832;C.S. CABO HUERTAS;C/ ARPÓN, S/N;"1703014";"";0;0;"";6;2;2
833;C.S.I. SUECA;AV. JOSÉ MAIQUES, S/N;"1746235";"";0;0;"";6;2;1
834;C.S.I. CARLET;CAMÍ SAN BERNAT, S/N;"1746085";"";0;0;"";6;2;1
835;C.S. EL PUIG;C/ PROGRÉS, 15;"1746204";"";0;0;"";6;2;3
836;C.S. ALBAL;C/ REGNE DE VALENCIA S/N;"1746007";"";0;0;"";6;2;3
837;Cap Vila Olimpica;C/ De Joan Miro 17;"0908019";"";0;0;"";1;2;2
838;CAP JAUME I;C/ Manuel Marquès;"0908307";"";0;0;"";5;2;2
839;CAP SANT JOAN;C/Jardí, 106;"0908307";"";0;0;"";5;2;1
840;Cap Guinardo;C/ Teodor Llorente, 26;"0908019";"";0;0;"";1;1;1
841;CONSULTA;C/ MAJOR, 3;"0943070";"";0;0;"";1;1;3
842;Cap Maria Bernades;Avda. Verge de Montserrat 124-126;"0908301";"";0;0;"";5;2;2
843;CAP BAIX-A-MAR;Pl. Boleranys, 5;"0908307";"";0;0;"";5;2;2
844;Cap Maria Bernades;Avda. Verge de Montserrat 124-126;"0908301";"";0;0;"";5;2;2
846;CEMA CLINIC NATURE;Rbla. Salvador Samà 54-56;"0908307";"";0;0;"";5;1;3
848;CEMA CLINIC NATURE;Rbla. Salvador Samà 54-56;"0908307";"";0;0;"";5;1;3
849;DIETÉTICA SANDRA ;AVINGUDA CATALUNYA, 45-47;"0908015";"";0;0;"";1;1;3
850;Cap Apenins-Montigala;C/ del Apenins S/N;"0908015";"";0;0;"";1;2;2
851;Cap Ramona Via;Avda. Verge de Montserrat 24;"0908169";"";0;0;"";5;2;1
852;CEM VALLIRANA;C/ PAU CASALS, S/N;"0908295";"";0;0;"";1;1;3
853;Cap Ramona Via;Avda. Verge de Montserrat 24;"0908169";"";0;0;"";5;2;1
